YlxzhY,UZCOYE,SxVGSz,JlAMeZ,2004-11-06,2004-12-06,0.0,47,56
OpmvBC,xwlFhQ,ZJHHNU,KMTbhn,2000-06-19,2000-07-19,0.06,8,9
zIZHOr,xgJcKs,hQvuJQ,GpHyfk,2000-08-04,2000-09-04,0.0,21,35
zfJgJT,BmRJuz,XfUnBG,WuRHSJ,2011-10-31,2011-11-30,0.08,8,13
FEbRRt,ibzuyC,cIuApD,vqTPlB,2008-04-28,2008-05-28,0.05,36,36
WIBXdr,LPkxMJ,sYktjj,Ytzorz,2010-10-09,2010-11-09,0.04,15,28
HTRMEU,xmTuLD,chMyZe,DJDYKG,2006-03-03,2006-04-03,0.18,28,30
pIoRkY,YDqtWJ,ATUvNI,CTOwsU,2007-07-04,2007-08-04,0.04,29,29
HkTMNi,GDdsOx,UzCcDv,BlSqTa,2000-11-17,2000-12-17,0.02,30,39
rwUyFh,DMHqQW,LiiKqd,xExnvf,2011-07-07,2011-08-07,0.11,9,9
bULSgF,WGOxGl,GZQeCc,UINQWi,2009-05-04,2009-06-04,0.15,5,5
dBMvpf,OxYIZp,Akltpy,wYGvPc,2004-06-26,2004-07-26,0.16,23,34
aGNBOI,TGIkLe,yNzozM,sKzVDT,2002-03-12,2002-04-12,0.2,15,26
yZPUWq,whBIcJ,lBZkAw,iOIfwv,2008-12-29,2009-01-29,0.0,33,36
WDrqXI,dljDyx,iIXvab,wTYgmf,2007-11-13,2007-12-13,0.09,31,42
eqynZx,gBhUOi,uszwIP,WqJpSQ,2009-05-02,2009-06-02,0.11,32,40
UuHWrR,uQUWeZ,NWPGOM,trVOuT,2011-02-24,2011-03-24,0.02,13,17
kigyjA,CuFYnn,BqgwHx,PHgNPZ,2003-07-25,2003-08-25,0.19,21,28
xDNXQq,sYcarY,psflDq,sZRgxs,2010-09-27,2010-10-27,0.15,19,20
ivDmTE,sKOcNt,OLaJXf,XmWPJn,2002-04-06,2002-05-06,0.11,4,10
LVPtyr,HRWdTP,ZnpEle,dubqtv,2004-07-17,2004-08-17,0.1,9,16
kvsAuv,WzuxiI,MCTsHH,ebRuBF,2004-06-10,2004-07-10,0.09,28,37
fJQQYW,NjulxP,qjXrJp,zrHXGc,2011-04-30,2011-05-30,0.12,3,17
qJlPEA,bDXDRi,gyUsLA,yZdADf,2004-06-21,2004-07-21,0.14,16,20
AgcePR,frDAEP,BSWVKo,bxDurI,2002-09-09,2002-10-09,0.23,14,17
nRqLOn,dHUTrT,SeUKOf,WKqvuN,2009-06-02,2009-07-02,0.0,23,29
mkfsAw,tNFtxt,BvioyI,yhIlYU,2007-01-08,2007-02-08,0.14,42,42
frVuWJ,ZRcfSR,wHElnr,JmpVhn,2010-01-28,2010-02-28,0.11,47,49
QGSXgN,QvzZcx,WApLVv,oDPMhb,2003-04-16,2003-05-16,0.02,41,50
fSdxtb,HteZMM,xWRvIn,ariQNv,2002-04-29,2002-05-29,0.01,8,9
LldAhu,JlqTyQ,IUUhvC,aVzIio,1999-03-01,1999-04-01,0.07,31,36
ryYahE,YkJFHK,sEUKhY,JCDQlD,2007-07-23,2007-08-23,0.13,32,46
GNuLpO,qyicTL,yHwSWY,uNPepg,2002-09-02,2002-10-02,0.12,40,46
rFpOpn,taQtKT,SCEhvZ,kgSjQr,1999-09-02,1999-10-02,0.21,9,20
RwwsCs,EQTRgJ,qJcgEu,nkUgis,2000-04-25,2000-05-25,0.03,23,23
QtWkei,FJwpZz,adoCiE,mueqgF,2005-10-20,2005-11-20,0.04,24,36
NMJkWI,ecTVpC,vEiWdA,BoLqdx,2000-10-30,2000-11-30,0.02,49,55
IauemP,PUYVSO,vpngFA,OmkgFo,2009-08-29,2009-09-29,0.21,6,19
rrXHoj,iNBLQw,GDOKDT,jeoLyu,2007-09-04,2007-10-04,0.12,12,17
ZxDLKX,RDNWIX,wVuxFR,FlMSKi,2008-06-09,2008-07-09,0.12,33,38
VceZFn,FbdbSE,SmyxxX,kMxUTm,1999-05-12,1999-06-12,0.23,15,26
hHNrfH,vzLIMl,gmNtjN,rviHtk,2011-01-14,2011-02-14,0.01,19,19
naFfNB,wgJrPK,kWqDGE,VZHspJ,1999-11-24,1999-12-24,0.23,35,41
TjPWMR,GrWblK,MXVVfc,hgiwmb,1999-05-19,1999-06-19,0.19,36,49
ZgifTV,AfIMrx,hQRTql,QVcDpp,2003-03-11,2003-04-11,0.01,10,17
LKLLMo,hvaNXp,HeyVTR,uPqgfd,1999-11-03,1999-12-03,0.23,33,40
tZcrGT,yNEKyq,oqHZRw,BPjYUu,2008-11-06,2008-12-06,0.12,37,48
zTANXW,XZDFsy,ryUwVg,DMpzDU,2008-06-02,2008-07-02,0.13,44,57
vOqJos,JIQgdD,btRadq,ogNXfC,2003-11-21,2003-12-21,0.24,8,14
CeYVvL,QHXgiS,deHQsa,EHWHoQ,2000-04-15,2000-05-15,0.07,28,41
UiRWqV,UOlIVE,SQErkC,QfcYNy,2002-03-18,2002-04-18,0.13,11,15
LhUrDO,DUqUUk,WsaARH,lemXHg,2000-08-05,2000-09-05,0.18,35,47
PwXOcc,xvLaWU,VsCKyr,zbaDeE,2001-09-04,2001-10-04,0.1,35,46
NvvWSZ,pYxXHz,JioKdD,gVGRqH,2003-12-06,2004-01-06,0.24,19,20
TvyMIy,mCykDl,BiuJBP,XeGFys,2001-11-14,2001-12-14,0.2,37,44
tbabMf,eVufCI,rZoLAS,JPmSXf,2004-05-27,2004-06-27,0.01,34,34
hiUPvm,WVFaLS,eejKIQ,ErgVjB,2007-11-27,2007-12-27,0.01,10,21
OoWOJL,ZZjVEZ,wOzGXC,IwqxTK,2000-09-16,2000-10-16,0.04,41,44
igceyD,jfkxFQ,hcUlcJ,jioUWc,2008-01-02,2008-02-02,0.01,4,15
GeBKqs,tvHNGF,XPgTZN,EKNewH,2001-08-30,2001-09-30,0.0,32,46
ynqGuO,KzXkpS,setNAr,nYcMsC,2002-08-20,2002-09-20,0.17,27,38
sQvLoB,DihPOy,Miysml,lXjWzU,2005-01-18,2005-02-18,0.15,42,56
cQLJTz,EIhWgY,AryyGX,jjPDcm,2011-10-19,2011-11-19,0.08,47,54
IlGaRz,tRKuHG,BthJCC,AhkeMi,2006-05-03,2006-06-03,0.23,34,41
VuQYFV,upFDLQ,KXRTbP,HNCukx,2000-11-11,2000-12-11,0.07,13,17
WpdfWD,ydTFVB,dRGSjo,AIDLAW,2010-06-14,2010-07-14,0.03,32,40
CJTEhz,Dyqrjw,XoBVTf,IQMDcv,2003-07-19,2003-08-19,0.2,23,32
zaAUxd,mEizjh,mzZRxg,URsXYW,2000-02-03,2000-03-03,0.09,0,9
kACZhc,gasrtC,JycrcX,ZKLehk,2009-05-27,2009-06-27,0.06,49,62
qAzSWw,uKXZkx,pGNhIR,OaPiAr,2006-01-13,2006-02-13,0.13,15,23
hCyGGT,UkVaNZ,yOwtUL,yhpIRp,2010-02-01,2010-03-01,0.21,32,40
VjPVGT,dWdYKZ,pCDmxy,bXOteH,2011-01-31,2011-02-28,0.17,11,17
NzHTGm,ECYijr,ufDCdm,fOnIGc,2001-11-28,2001-12-28,0.16,8,15
Rmvcrx,cXSxkq,NeVfPl,vnmtJG,2004-01-07,2004-02-07,0.21,12,24
LkUhfQ,irgNkc,uwfrCe,oUlfky,2002-07-01,2002-08-01,0.01,48,58
mUPxzP,yHFCKz,aAxhjH,OdXkCz,2001-08-29,2001-09-29,0.14,25,34
dXrGaQ,TQQPVG,WTMqPR,OjaoQS,2005-09-17,2005-10-17,0.19,30,36
PluKzx,boTCAQ,buYjfK,GWQcFB,2001-10-03,2001-11-03,0.0,15,22
QcMFtt,DayopP,rFFhlP,opCfJV,1999-07-13,1999-08-13,0.16,13,18
iZLnCt,coLNdX,wShUbZ,yuRzLS,2001-01-31,2001-02-28,0.15,0,13
jAXIUe,ppAuHd,iJbcYk,OAYinN,2007-10-08,2007-11-08,0.07,21,21
ukroIM,hqLDoe,ALyObY,yrpljW,2010-07-15,2010-08-15,0.14,22,30
hQMIec,yQXCqS,uPjMxH,lqvKYu,2010-10-06,2010-11-06,0.16,7,10
LFNkQZ,HGwHFI,ZCPgSh,NAHEsP,2008-01-25,2008-02-25,0.12,35,42
Gootnu,zkhfHk,PnuHKe,xeBCbm,2003-04-12,2003-05-12,0.1,9,19
sLEyFd,AAfyqk,ReIkVU,LIsNja,2000-12-16,2001-01-16,0.05,9,21
lAnFFk,ARIenN,nXeaoy,vzwlZG,1999-09-06,1999-10-06,0.11,14,24
vekuHc,XfNtAb,jgqKPo,diYgtu,2006-08-15,2006-09-15,0.22,27,35
zjBdRo,KIaNQX,wwuDhh,PFvFGW,2002-10-31,2002-11-30,0.02,14,20
wKnNaf,erscRg,rpxdsT,FtBwmB,2004-06-17,2004-07-17,0.14,34,34
JrbUHb,pfodZT,HLBixA,ItXBVa,2008-07-04,2008-08-04,0.2,41,54
VEVbhB,aoEfhx,aHpzVP,QUfvss,2003-11-04,2003-12-04,0.11,19,25
mrTrUQ,pZygkl,uwKxiJ,djOcDi,2001-03-27,2001-04-27,0.04,45,49
zmBrWd,YpFXMH,pNdXJE,sKeZZh,2004-11-05,2004-12-05,0.0,16,22
OITQpF,lburmM,IyszyQ,WbxiYx,2006-12-21,2007-01-21,0.24,43,50
PUAaUN,bhVFGQ,MnHaNb,KNASPI,2003-09-03,2003-10-03,0.05,7,17
yoEpNw,Clkubg,AAgKZN,ajmIVp,2008-06-09,2008-07-09,0.11,30,43
uxvUcn,MJBuYp,nfWRIi,kOkStJ,2006-03-22,2006-04-22,0.19,36,48
CZauKa,BisoTO,PjEqLW,fAWMlP,2011-06-04,2011-07-04,0.15,8,17
XcjyIG,oklTTU,EbdIOp,QYRtJx,2007-03-23,2007-04-23,0.03,24,26
nvrZPU,FOdnLk,QZsLsa,ajhfqy,2009-08-03,2009-09-03,0.0,13,20
KeoCDq,UDCtCL,IcCapg,ZJnfsS,2004-06-04,2004-07-04,0.01,7,16
tdzqbN,lZRxRk,LCvPBB,IGiVck,2003-12-01,2004-01-01,0.08,29,37
dRxwLx,PThiMj,rrOYwJ,fdbjyd,2002-10-11,2002-11-11,0.15,30,34
KEErfL,KCsQaR,BAmcqL,sgObzk,2008-06-19,2008-07-19,0.14,27,27
CJdWyX,DeUCNO,mCjlrl,dVpCCC,2000-06-05,2000-07-05,0.06,23,32
FUfGcD,kvCCqv,htbPZd,AFRTlu,1999-09-22,1999-10-22,0.15,22,30
MAwjsq,IaamVw,wkULgz,IQATWV,2002-04-08,2002-05-08,0.06,49,51
LKRDuu,EuqgpC,sQASmD,nrfqNX,2008-09-10,2008-10-10,0.1,49,50
MeCdeV,KrmPDU,HkgKfd,JmRdQp,1999-04-24,1999-05-24,0.24,11,21
jWmCTn,OGjGOq,wCVKAF,vMiTBF,2005-11-23,2005-12-23,0.12,41,53
fwvERx,vdANJg,lKCput,CfbQtj,2005-12-15,2006-01-15,0.14,15,26
rNoOIw,eFXFIq,xvYglK,jNtCPk,2007-05-25,2007-06-25,0.06,34,36
GygvWp,DXWZxU,UbDwrt,OMayUu,2002-12-13,2003-01-13,0.1,11,23
CEWCKA,eLvTDa,llpHch,tZJuPr,2006-04-03,2006-05-03,0.24,23,32
fHYsXk,KRKKxl,SchpMC,AbqLzF,2002-01-01,2002-02-01,0.2,49,58
xvsGDa,klnwol,VbPnZq,RoIiON,2008-05-17,2008-06-17,0.06,48,49
VgWhLC,dMLkrK,NmcvzG,VNQZin,2000-11-25,2000-12-25,0.09,19,20
MmVMHT,uyOWBh,Lmzssg,hJWRca,2003-06-18,2003-07-18,0.22,22,29
ehgnfH,zpszgG,mFvnul,dpitjs,2010-03-20,2010-04-20,0.13,16,29
jSaSqc,yaBjSR,JsXEhG,jLsfGX,2009-12-14,2010-01-14,0.2,49,62
BXgdik,arvCNr,mfoLbi,JjiSvu,1999-11-11,1999-12-11,0.09,44,48
SRNPjD,BoCdjy,mgoEsz,ZcAddl,2006-02-06,2006-03-06,0.14,47,49
UyvbHo,ZWxwgA,zWnyPA,LakEpF,2008-08-18,2008-09-18,0.09,22,31
rIhInE,wFlGbD,ynyZDz,SVNpkb,1999-05-13,1999-06-13,0.12,46,58
rRHZGk,Cmcygr,QWBqed,xtohCj,2000-11-08,2000-12-08,0.13,28,30
AImCOh,NCQkrh,pyyqKs,rYKIKL,2001-08-15,2001-09-15,0.1,21,32
mJqjmC,nLDKFS,CrWTlf,SeYvNP,2006-06-29,2006-07-29,0.14,17,29
EkIZkI,gLYjbe,NYoEcu,ULiRVI,2006-03-06,2006-04-06,0.02,11,11
LFzSpa,mpdjLi,RiYcaf,FpMYkh,2000-06-12,2000-07-12,0.19,30,43
UBJQNq,UFLBWF,KEUTjo,AyUVyG,2001-06-18,2001-07-18,0.11,5,10
gIDmlV,ihjcHh,ohaNfs,MAvyvo,2002-11-06,2002-12-06,0.19,20,26
BZhfbF,OoYuBh,WcpkMs,sIlxtr,2003-12-02,2004-01-02,0.07,46,46
yXIiBI,wYZouO,QinxDt,zqAQDZ,2008-01-23,2008-02-23,0.18,46,47
dytIFD,CdZkln,DcfSbC,FgDIbl,2006-01-27,2006-02-27,0.2,23,29
fFxPfP,SNPUbG,WzhLGy,DmOBLa,2007-05-05,2007-06-05,0.04,19,32
HIMtIn,SdifgF,pYaaxm,oURdgw,2008-03-01,2008-04-01,0.14,42,47
QAieTW,nQsPjj,KtHHfQ,JVGtxy,2010-09-30,2010-10-30,0.06,2,11
IoQIMb,wjXjCq,savWpb,scxRmH,2009-03-04,2009-04-04,0.09,29,43
vrcorl,zmmhbO,ssLDPH,ZbRgYE,2002-02-12,2002-03-12,0.23,46,60
faFBSl,KySbjc,qHvhVO,HujAee,2001-06-23,2001-07-23,0.08,41,53
fMNVUx,wvVFDU,ZQmWbt,MkREnz,2000-11-02,2000-12-02,0.04,43,44
UGHjGP,wquvYY,malyNL,YfBSIX,2008-01-09,2008-02-09,0.12,40,51
eImQjP,ULlOBc,NZEKmW,kGMfOa,2002-02-08,2002-03-08,0.04,13,15
wVekmR,LzdlHs,YxomjK,XasXOn,2010-06-23,2010-07-23,0.14,35,42
Medhcm,zDBlRt,Bjwbju,DnLhEs,2005-08-25,2005-09-25,0.14,8,16
SPbBhR,ozMSQm,FiyVCQ,XpNKqT,2002-06-20,2002-07-20,0.12,38,47
EGwnJg,PZmfmC,AIhDoZ,fvTBRX,2004-09-24,2004-10-24,0.23,49,57
aZnVCY,DjiveC,NdbhLI,ruLFND,2009-05-04,2009-06-04,0.06,46,48
DFlyJb,fScdWx,CNdISt,MVxevD,1999-09-27,1999-10-27,0.13,4,15
btkmhj,mPFWxo,gEIxoj,BOvllo,2003-02-24,2003-03-24,0.15,30,32
vOezdi,nXRCKX,JsQtCu,DRrehH,2009-03-16,2009-04-16,0.1,44,54
pPvzxk,pGvdAC,RYxAoO,BazYKJ,2004-07-26,2004-08-26,0.08,34,39
EHeoDr,Szaihd,GibTPC,dZnTNw,1999-05-26,1999-06-26,0.18,20,22
NdpTvZ,DgDiVo,UAMPJF,msGIGr,2009-12-01,2010-01-01,0.0,36,47
xBmJYp,uHHLLn,AGOPVz,naMMIl,2005-12-19,2006-01-19,0.17,3,11
tYSqhG,qqtuvm,afVnNf,chvvcq,2002-02-12,2002-03-12,0.05,8,15
fzaJXl,wnNxSk,CaOcxZ,HHaJRJ,2008-02-07,2008-03-07,0.07,7,18
OAiORX,dnZDko,HbXERw,LAwvBb,2002-11-18,2002-12-18,0.21,26,34
DmNXAV,ShSEJV,GxfMmk,gJEpbT,2004-03-25,2004-04-25,0.15,14,15
bQTeUK,mQRrIM,dWUtHU,sVyzAh,2005-06-03,2005-07-03,0.13,3,16
dVuLGc,kvmupg,dVNCPH,DldzYl,2010-08-24,2010-09-24,0.02,20,29
SabhsL,CmByAE,oXYgSU,EhTuTd,2000-07-29,2000-08-29,0.06,17,27
hqStaX,lxETou,dfnfZn,bNaUXa,2001-03-19,2001-04-19,0.04,39,46
bPDmLk,LthFIr,aBZTeB,COHetg,2011-11-16,2011-12-16,0.21,41,48
MbehAA,CRdzWu,xifihh,IpKTRL,2008-05-30,2008-06-30,0.13,7,16
WDZUlS,oHtTcV,jOWUkP,IVyCXq,2005-09-13,2005-10-13,0.18,19,33
dWjTwr,VlEYwy,Bzsuun,Wvcdme,2007-08-01,2007-09-01,0.07,7,12
ZbFJjT,IfPTWa,EdJkpI,MoWOPS,2004-01-31,2004-02-29,0.17,36,46
QeRGgA,fbmblC,RpdCFB,QpZigN,2004-01-14,2004-02-14,0.05,12,24
SwivQQ,fVWeJJ,rKHdij,ubUnkB,2011-12-09,2012-01-09,0.0,44,56
WqxYzV,RpALcv,XSuItQ,rRTyfH,2006-01-28,2006-02-28,0.11,12,18
puWYuL,pZurdS,rLDhUA,BwBmCq,1999-06-30,1999-07-30,0.07,33,44
QeQuXu,AMYMuG,duBVja,GfWRDV,2001-04-04,2001-05-04,0.03,46,58
oiACBl,brsrCz,HlOwBM,AkWMYz,2011-06-24,2011-07-24,0.03,33,43
BxImDZ,pEKyAf,vBCtqb,PqClDY,2003-02-17,2003-03-17,0.12,4,10
RKSIWn,FjJKle,siicIZ,LZBtOX,2000-07-04,2000-08-04,0.01,13,15
assVhB,yvDZsv,QCuYwV,rsnnXH,2005-05-27,2005-06-27,0.21,28,30
jBprav,MpDqhB,xHTokp,GvDayN,2011-02-02,2011-03-02,0.1,35,42
zUkmZX,VTMgsv,Fuchvy,uvxXOd,2009-10-19,2009-11-19,0.18,28,34
MSBUVu,hRgcOX,Zwhdun,BGhdpe,2001-09-06,2001-10-06,0.09,1,8
gFdxHY,YHoQVw,lRKCgt,CoAHZA,2005-05-28,2005-06-28,0.13,12,21
ijRVLz,gqsssk,vvfgEu,uhwHtr,2008-12-05,2009-01-05,0.12,38,52
bTKmfy,VOqJlK,SIRKIm,dUJUjW,2007-07-07,2007-08-07,0.24,0,14
QfhmVg,LsRyOl,Rjfrte,EcpIVc,2001-01-31,2001-02-28,0.15,47,57
WrgiEH,UGBwbZ,fypRAr,ZxGqJR,2003-04-07,2003-05-07,0.23,23,33
ugqEgD,yiwqVp,lyVSIc,XgWcAU,2006-09-22,2006-10-22,0.1,11,14
epGVTG,CvLEvH,KsRocB,dlymek,2008-05-28,2008-06-28,0.07,31,37
NRwwFF,IiSpqb,WxrIWH,RBjXEh,2006-01-19,2006-02-19,0.09,46,56
sshzTr,rGAauT,zMmjYS,PTMoLx,2005-06-20,2005-07-20,0.11,3,12
OwHjoU,tYDYyE,iTrmAw,HHULSt,2003-11-03,2003-12-03,0.03,3,6
hMAdRA,uJhMRu,EoXbtV,XuJmup,2009-08-13,2009-09-13,0.15,43,43
FwdLPS,NrWoyH,wiiang,nlXbez,1999-06-17,1999-07-17,0.03,40,45
enviPt,JjmqNr,KMTMrm,ChXoVR,2009-06-02,2009-07-02,0.03,16,27
GqhOWU,SJiovt,pSyUAb,yBdhcj,2003-09-02,2003-10-02,0.03,23,34
tFPapG,PsOynw,gtDJQl,lkijtT,1999-05-13,1999-06-13,0.1,6,6
HRlSEt,cbagRN,NrzIHy,EPTIcg,2010-10-14,2010-11-14,0.01,31,39
cZWUYn,oDnOCX,BchYjJ,Lbeeoy,2002-10-30,2002-11-30,0.08,33,39
kCkGOp,lMxoiD,wXXFcd,DtekSK,2011-11-08,2011-12-08,0.13,11,20
ovHuMO,GGoJbo,QKJRlE,WBavye,2001-10-08,2001-11-08,0.22,45,46
uteHel,qEulgs,IMQpUB,iTIjgL,2011-02-03,2011-03-03,0.03,25,38
lOMTre,YANKmZ,mEZdsH,eXXZRO,2010-06-07,2010-07-07,0.11,36,49
EQZhdy,vHNSOT,zlpdmj,FPtyGR,2003-12-10,2004-01-10,0.22,40,47
VHkrfc,mFNsLl,xuXnGZ,fDjFvH,2008-09-15,2008-10-15,0.06,25,38
iUotMr,QoIltG,VViNsX,cXVTzu,2006-08-16,2006-09-16,0.12,6,11
TPyEev,gsAJgj,OQkHBW,MKkRdi,2006-05-24,2006-06-24,0.01,23,26
hwniNq,VtVSRU,thGZYn,PqLkfh,2009-06-12,2009-07-12,0.17,44,50
QKdlho,spTzsL,PPQqtg,EUVnos,2011-10-11,2011-11-11,0.22,21,28
TDeffw,KdiOQR,DHBxYO,LfbRyY,2006-11-11,2006-12-11,0.17,2,12
zUHiUV,ZscCsT,RdKPbT,fujtoM,2004-11-08,2004-12-08,0.15,47,48
kXaBpT,VxzIPa,cRZvhg,AewNPs,2005-04-19,2005-05-19,0.11,48,50
JxOeOT,wUfPXX,FNWkyX,NovLpn,2007-08-14,2007-09-14,0.01,34,41
pRbeGz,kbEiBy,JKBIFP,Gpwycd,2001-08-22,2001-09-22,0.15,2,13
HQKBnt,aNrnpq,svLzpl,PUjzyP,2007-03-29,2007-04-29,0.2,45,52
WxNIgS,iFAVhU,pbMtiV,UlrsXD,2006-10-21,2006-11-21,0.11,46,50
jSIfLR,ZcmMmZ,RBmihv,xJuXjR,2006-06-30,2006-07-30,0.11,13,22
axgeXc,uElGuB,MwOIYo,rChcKu,2005-06-25,2005-07-25,0.07,31,33
wbmvln,qOFXsb,pHApKQ,RGrbAf,2008-09-15,2008-10-15,0.24,13,16
gIZNEd,pzidCr,WJodJK,PHioPW,2001-05-26,2001-06-26,0.14,10,16
